variable,predictors,Nobs,R2,MSE,RMSE,mean_residual_deviance,mae,rmsle
soil_water_potential_250cm_MPa,"temperature_28m_C_min, relative_humidity_28m_perc_min, vapor_pressure_deficit_28m_mbar_min, precipitation_mm_min, radiation_global_W_m2_min, wind_speed_m_s_min, wind_speed_maximum_m_s_min, soil_volumetric_water_content_250cm_min, temperature_28m_C_mean, relative_humidity_28m_perc_mean, vapor_pressure_deficit_28m_mbar_mean, precipitation_mm_mean, radiation_global_W_m2_mean, wind_speed_m_s_mean, wind_speed_maximum_m_s_mean, soil_volumetric_water_content_250cm_mean, temperature_28m_C_max, relative_humidity_28m_perc_max, vapor_pressure_deficit_28m_mbar_max, precipitation_mm_max, radiation_global_W_m2_max, wind_speed_m_s_max, wind_speed_maximum_m_s_max, soil_volumetric_water_content_250cm_max, month, stat",307,0.938345091648075,0.0170619858938864,0.13062153686849,0.0170619858938864,0.104680126243617,NaN
