variable,predictors,Nobs,R2,MSE,RMSE,mean_residual_deviance,mae,rmsle
vapor_pressure_deficit_28m_mbar,"temperature_28m_C_min, relative_humidity_28m_perc_min, precipitation_mm_min, radiation_global_W_m2_min, wind_speed_m_s_min, wind_speed_maximum_m_s_min, soil_volumetric_water_content_250cm_min, soil_water_potential_250cm_MPa_min, temperature_28m_C_mean, relative_humidity_28m_perc_mean, precipitation_mm_mean, radiation_global_W_m2_mean, wind_speed_m_s_mean, wind_speed_maximum_m_s_mean, soil_volumetric_water_content_250cm_mean, soil_water_potential_250cm_MPa_mean, temperature_28m_C_max, relative_humidity_28m_perc_max, precipitation_mm_max, radiation_global_W_m2_max, wind_speed_m_s_max, wind_speed_maximum_m_s_max, soil_volumetric_water_content_250cm_max, soil_water_potential_250cm_MPa_max, month, stat",968,0.998361302514005,0.000730868211380761,0.0270345743702534,0.000730868211380761,0.0159092358011352,0.0134869260910513
