variable,predictors,Nobs,R2,MSE,RMSE,mean_residual_deviance,mae,rmsle
vpd28m,"e5_d2m, e5_ps, e5_ssrd, e5_strd, e5_t2m, e5_tot_evap, e5_total_precipitation, e5_u, e5_v, e5_ws, e5_esat, e5_vpd, e5_tot_p24h, e5_t2m_u, e5_t2m_anom, g_p, g_p3h_sum, g_p6h_sum, g_p12h_sum, g_p24h_sum, g_p48h_sum, g_p120h_sum, c_p24h, c_p48h, c_p120h, month, stat",968,0.867539014661152,0.0590783376796082,0.243060358099811,0.0590783376796082,0.174797467568279,0.124912076658391
